name_muni,geo_code,pop,area,mean.bra_viirs_100m_2016,mean.bra_srtm_slope_100m,mean.bra_osm_dst_road_100m_2016,mean.bra_esaccilc_dst200_100m_2015,mean.bra_esaccilc_dst190_100m_2015,mean.bra_esaccilc_dst150_100m_2015,mean.bra_esaccilc_dst140_100m_2015,mean.bra_esaccilc_dst130_100m_2015,mean.bra_esaccilc_dst040_100m_2015,mean.bra_esaccilc_dst011_100m_2015,code_state,code_muni,abbrev_state
Senador Canedo,5220454,118451,248291341.657293,7.01327800750732,3.87059807777405,1.4487498998642,98.3571395874024,2.27731657028198,28.9059104919434,1.88814175128937,1.37265658378601,1.52666544914246,-0.454864233732224,52,20454,GO
São Simão,5220405,20985,414010992.204884,0.702721774578095,1.97822141647339,4.27078676223755,172.854629516602,6.60119819641113,102.537376403809,3.26035571098328,1.14173018932343,2.03680610656738,-0.476069748401642,52,20405,GO
São Patrício,5220280,2037,171957292.022237,0.237630128860474,4.2253623008728,3.04807066917419,109.085510253906,4.93321895599365,61.0052375793457,1.74772238731384,2.23352742195129,3.82894444465637,-1.21377384662628,52,20280,GO
São Miguel do Passa Quatro,5220264,4082,537784878.766532,0.0758456662297249,4.5577597618103,4.47888994216919,130.863159179688,9.25705623626709,68.3501129150391,2.71011972427368,0.582637429237366,3.37368202209473,-0.432635992765427,52,20264,GO
São Miguel do Araguaia,5220207,21920,6144406881.81627,0.0880646705627441,1.31708014011383,6.71979236602783,135.434585571289,21.3778820037842,40.1358795166016,2.7362539768219,0.353029429912567,0.711225688457489,0.313819885253906,52,20207,GO
São Luiz do Norte,5220157,5215,586061912.922665,0.155271500349045,2.58919191360474,3.7523775100708,101.913391113281,6.36747646331787,33.2165603637695,4.12691450119019,0.815032422542572,2.29071712493897,-0.558233857154846,52,20157,GO
São Luís de Montes Belos,5220108,34157,825999209.889636,0.412267684936523,3.87307906150818,2.73129034042358,168.618423461914,8.94673252105713,75.9470672607422,2.63835024833679,2.82353615760803,2.58857202529907,-1.55935060977936,52,20108,GO
São João da Paraúna,5220058,1345,287825448.733617,0.055144727230072,2.61944842338562,1.89556109905243,188.404434204102,6.86951398849487,66.4228515625,2.4997181892395,2.55321669578552,6.53853511810303,-1.4573233127594,52,20058,GO
São João d'Aliança,5220009,14085,3327379481.66543,0.0535168759524822,5.09750890731812,6.26689529418945,70.9109954833984,18.1923198699951,28.5184669494629,3.65209531784058,0.0947329699993134,1.51216542720795,0.344279170036316,52,20009,GO
São Francisco de Goiás,5219902,6267,415791579.143388,0.126715123653412,4.26496934890747,2.60285472869873,37.3089828491211,5.44894552230835,60.2189559936524,2.99092197418213,1.33388662338257,2.15811848640442,-0.897126197814941,52,19902,GO
São Domingos,5219803,13103,3295733612.6198,0.0205365791916847,3.11964511871338,6.25616502761841,48.8949851989746,20.7282619476318,23.9662456512451,1.98050808906555,1.04985189437866,1.17582678794861,0.0289427097886801,52,19803,GO
Santo Antônio do Descoberto,5219753,75829,944144776.659861,0.838011980056763,5.56444501876831,5.13772201538086,68.9094314575195,7.23157358169556,16.9753437042236,7.86933374404907,-0.0406734012067318,2.10009479522705,0.262596487998962,52,19753,GO
Santo Antônio de Goiás,5219738,6440,132804509.878259,1.03909504413605,3.57303786277771,2.13231515884399,80.7849578857422,3.10764288902283,31.5118522644043,2.18613481521606,1.63814032077789,1.71278965473175,-0.797767817974091,52,19738,GO
Santo Antônio da Barra,5219712,4854,451597637.525943,0.171565726399422,2.08159351348877,5.03758239746094,179.13053894043,7.3935341835022,105.457572937012,6.30915307998657,0.92176741361618,2.4573826789856,-0.69426429271698,52,19712,GO
Santa Terezinha de Goiás,5219704,8562,1202237052.51499,0.0307083930820227,2.60317420959473,2.7018461227417,147.260681152344,12.7300176620483,36.2087783813477,2.2091178894043,0.252131104469299,2.22508573532105,-0.0968488305807114,52,19704,GO
Santa Tereza de Goiás,5219605,3280,794556323.388292,0.0536814965307713,2.03814196586609,5.14004850387573,88.8778305053711,7.90780735015869,65.1415557861328,2.1533670425415,0.619860708713532,1.33349764347076,-0.332915604114532,52,19605,GO
Santa Rosa de Goiás,5219506,2252,164097349.831918,0.17592915892601,4.10186004638672,1.43942630290985,64.1348419189453,5.07896852493286,51.7650451660156,2.8708553314209,3.75373244285584,1.89444053173065,-1.12525939941406,52,19506,GO
Santa Rita do Novo Destino,5219456,3355,956041420.295087,0.0514841414988041,4.17711019515991,5.28579950332642,83.1390075683594,9.09217262268066,14.4264240264893,2.60879254341126,0.342185258865356,2.39689064025879,-0.135693237185478,52,19456,GO
Santa Rita do Araguaia,5219407,8935,1361759177.50528,0.15624076128006,3.44111514091492,5.86299467086792,34.4277038574219,13.3509950637817,35.250244140625,3.46130228042603,0.145505502820015,1.22230327129364,0.055055882781744,52,19407,GO
Santa Isabel,5219357,3815,807204334.154995,0.0745335146784782,4.02768802642822,5.07002115249634,81.9469146728516,6.27893161773682,43.9342727661133,2.83218622207642,1.19989955425262,2.00655484199524,-0.696813702583313,52,19357,GO
Santa Helena de Goiás,5219308,38808,1141388539.91041,0.409651756286621,1.9100980758667,2.66998863220215,170.609481811523,8.68737983703613,113.086753845215,3.58206677436829,1.3186696767807,1.90324020385742,-0.886569917201996,52,19308,GO
